date,signal_time,h4b,h1b,hdb,h4_slope,orb_range_atr,asian_range_atr,breaks_asian_lo,breaks_pdl,pre_frb_mom,ret4bar,dow,month,adr_at_frb,entry,sl,tp1,sl_dist,reward,bars_held,win,rng_bin
2025-06-17,2025-06-17 16:30:00,-1,-1,1,-1,1.5920267080503927,4.635485557726073,1,1,-0.10544592481887571,-2.2453779284971267,1,6,5.256863384487493,3381.79,3392.5,3376.6000000000004,10.710000000000036,5.1899999999996,10,1,>1.0
2025-06-18,2025-06-18 09:30:00,-1,1,1,-1,2.502358056194174,7.014588806459108,0,0,0.4365816183148112,-1.4881044185238854,2,6,7.056008884703759,3385.4,3398.6,3379.2999999999997,13.199999999999818,6.100000000000364,9,1,>1.0
2025-06-19,2025-06-19 09:15:00,-1,-1,1,-1,1.6554376225154286,7.650001087463227,0,0,1.2893597425177965,-0.7531075381302722,3,6,6.262607162860062,3371.77,3379.4,3364.7000000000003,7.630000000000109,7.069999999999709,4,0,>1.0
2025-06-20,2025-06-20 07:30:00,-1,1,1,-1,0.6094901168791269,7.647301178369024,0,0,-0.2151141588986113,-0.8963089954103369,4,6,3.3115547913214662,3378.5,3381.8,3377.8999999999996,3.300000000000182,0.6000000000003638,2,1,0.5-0.7
2025-06-27,2025-06-27 08:00:00,-1,-1,-1,-1,1.3513272231025986,8.058524537770642,0,0,-1.1074126593326126,-1.285408821975701,4,6,2.7390751076621283,3324.19,3329.5,3320.8,5.309999999999945,3.3899999999998727,2,1,>1.0
2025-07-08,2025-07-08 07:30:00,-1,1,1,1,0.5672826335996728,10.233778710138248,0,0,-0.07563768447988757,-0.9681623613434208,1,7,5.140496978845875,3333.6,3335.8,3332.3,2.200000000000273,1.2999999999997272,1,1,0.5-0.7
2025-07-09,2025-07-09 09:30:00,-1,-1,-1,-1,0.26687926546646457,9.547605722060561,0,1,-0.5137425860228153,-1.227644621145403,2,7,4.860550460616299,3298.17,3299.8,3297.7,1.6300000000001091,0.47000000000025466,1,0,<0.3
2025-07-17,2025-07-17 07:30:00,-1,1,1,1,0.3927956128519446,11.24574035992932,0,0,-0.48312092800532064,-0.3535160515666965,3,7,10.115577424703956,3342.3,3346.5091706563317,3342.0,4.20917065633148,0.3000000000001819,1,1,0.3-0.5
2025-07-24,2025-07-24 12:00:00,-1,-1,1,-1,1.785130901454274,9.464561949219902,1,1,-1.3840122940949204,-2.5904300902750275,3,7,7.26438713454802,3385.14,3394.47,3382.31,9.329999999999927,2.8299999999999272,4,1,>1.0
2025-07-26,2025-07-26 09:30:00,-1,1,1,-1,1.1203906224701545,6.147385802936282,0,0,2.786234574300726,-1.9842707603220524,5,7,28.068019083763403,3346.41,3351.19,3343.0899999999997,4.7800000000002,3.3200000000001637,4,0,>1.0
2025-07-29,2025-07-29 08:15:00,-1,-1,-1,-1,0.6925379165513911,5.727055130132131,0,0,-0.3112529962027313,-0.5408020809023805,1,7,4.11901632177232,3321.36,3324.28,3320.22,2.9200000000000728,1.1400000000003274,3,0,0.5-0.7
2025-07-30,2025-07-30 08:00:00,-1,1,-1,-1,1.8792942613425723,8.250101807293866,0,0,0.39935003053525386,-0.9725347802446443,2,7,3.5415541477237986,3333.63,3338.73,3330.23,5.099999999999909,3.400000000000091,11,0,>1.0
2025-07-31,2025-07-31 08:00:00,-1,-1,-1,-1,1.3349477702501789,8.629483800545897,0,1,1.6615332069006483,-0.8796352271827345,3,7,12.18278235708576,3291.35,3298.1,3286.4,6.75,4.949999999999818,6,0,>1.0
