date,direction,h4b,h1b,hdb,h4_slope,orb_range_atr,frb_short_day,breaks_pdl,breaks_pdh,ret4bar,dow,month,adr_at_nyorb,entry,sl,tp1,sl_dist,reward,bars_held,win,rng_bin
2022-02-25,short,-1,-1,1,1,1.199782205050492,0,0,0,-0.5866948682022087,4,2,15.960933956222608,1911.93994,1916.76001,1908.08007,4.820069999999987,3.859870000000001,6,0,>1.0
2022-02-28,long,1,1,1,1,1.4495390789734945,0,0,1,1.5157135164335664,0,2,7.984712421777193,1911.089966,1905.83997,1915.0999700000002,5.24999600000001,4.010004000000208,9,0,>1.0
2022-03-01,long,1,-1,1,-1,1.3833239492459595,0,0,0,1.3188525738683248,1,3,6.721454538345226,1905.73999,1902.38,1907.59998,3.359989999999925,1.8599899999999252,8,1,>1.0
2022-03-02,long,1,1,1,1,1.611832102620921,0,0,1,2.2764549150599276,2,3,8.201696019793255,1941.069946,1933.06995,1943.2701299999999,7.99999600000001,2.2001839999998083,1,1,>1.0
2022-03-03,long,1,-1,1,1,0.8902948476774832,1,0,0,1.594040969416228,3,3,6.49345824328498,1932.20996,1927.62,1933.1800400000002,4.589960000000019,0.97008000000028,1,1,0.7-1.0
2022-03-04,long,1,-1,1,1,0.9844982865411542,1,0,1,1.9484657530192167,4,3,9.398084139706814,1941.34998,1937.95996,1944.21998,3.3900200000000495,2.8700000000001182,2,1,0.7-1.0
2022-03-07,long,1,1,1,1,0.8466897304910372,0,0,1,2.1772048200038223,0,3,5.207588145401102,1993.060059,1986.33997,1994.4000299999998,6.720088999999916,1.3399709999998777,2,1,0.7-1.0
2022-03-08,long,1,-1,1,1,1.5603704685450408,0,0,0,2.0281156857121663,1,3,7.772685176517743,1991.28003,1985.73999,1994.1799299999998,5.540039999999863,2.8998999999998887,4,1,>1.0
2022-03-09,long,1,1,1,1,1.1551783014920791,0,0,1,1.3574310464358734,2,3,10.163499563779052,2056.94995,2049.93994,2061.52002,7.010009999999966,4.57006999999976,9,0,>1.0
2022-03-11,short,-1,-1,1,-1,1.493743096651305,1,0,0,-1.4777951924135617,4,3,3.1540868903490207,1991.57996,1995.87,1987.8900000000003,4.290039999999863,3.689959999999701,4,1,>1.0
2022-03-14,short,-1,-1,1,-1,0.7163721193200913,0,0,0,-1.8001437735946675,0,3,4.368655683022359,1969.88,1974.599976,1969.420044,4.7199759999998605,0.45995600000014747,1,1,0.7-1.0
2022-03-15,short,-1,-1,1,-1,0.9191467300890955,1,1,0,-0.3836875003256762,1,3,5.583300680074696,1940.94995,1944.34998,1939.2501200000002,3.400030000000015,1.6998299999997926,3,1,0.7-1.0
2022-03-16,short,-1,-1,1,-1,1.3335753598288154,0,1,0,-1.408266248582134,2,3,6.427043172812337,1918.15002,1921.44995,1915.94995,3.299929999999904,2.200070000000096,2,1,>1.0
2022-03-17,short,-1,1,-1,-1,1.88259676853887,1,0,0,-1.0391367860325191,3,3,9.001241910759282,1933.55005,1938.550049,1929.969971,4.999998999999889,3.580079000000069,13,0,>1.0
2022-03-18,long,1,-1,-1,1,1.1171074371609624,0,0,0,0.5202299209895147,4,3,6.355999560814217,1935.30005,1930.62,1937.8199400000003,4.680050000000165,2.5198900000002595,9,0,>1.0
2022-03-21,short,-1,-1,-1,-1,1.307676664300704,0,0,0,-1.698237272149841,0,3,4.270868419156827,1923.71997,1928.28003,1923.1599100000003,4.560059999999794,0.560059999999794,4,1,>1.0
2022-03-22,long,1,1,-1,1,0.9291992986613301,1,0,1,2.102826350708222,1,3,8.042963859855787,1937.26001,1934.20996,1938.13012,3.0500500000000557,0.8701100000000679,5,0,0.7-1.0
2022-03-23,short,-1,-1,-1,-1,0.8125767439336995,1,0,0,-0.3536173402192623,2,3,5.834479269633008,1922.81995,1924.96997,1921.85009,2.1500200000000405,0.9698600000001534,1,1,0.7-1.0
2022-03-24,long,1,1,-1,1,0.890773675629979,1,0,1,1.210182248689892,3,3,5.194709300418645,1942.58997,1939.71997,1944.1799299999998,2.869999999999891,1.5899599999997918,2,0,0.7-1.0
2022-03-29,short,-1,-1,1,-1,1.5200291799856795,0,1,0,-1.568288107097436,1,3,4.150571952824876,1925.050049,1928.65002,1922.48988,3.599971000000096,2.56016899999986,3,1,>1.0
2022-03-30,short,-1,1,-1,-1,1.0897072350821286,1,0,0,-0.8412757796281769,2,3,9.322323882435738,1922.35999,1925.90002,1920.40002,3.5400300000001153,1.9599699999998847,2,0,>1.0
2022-03-31,long,1,-1,-1,-1,1.2401893163595354,1,0,0,1.8937141480116315,3,3,6.742799797613663,1928.85999,1923.62,1930.42004,5.239990000000034,1.5600500000000466,2,1,>1.0
2022-04-01,long,1,1,-1,1,0.9613481519865531,1,0,0,0.8171487231571988,4,4,4.308324496630934,1936.69995,1933.530029,1937.2299710000002,3.169920999999931,0.5300210000002608,1,1,0.7-1.0
2022-04-05,long,1,-1,-1,1,1.4733125752453085,0,0,0,0.006989539703105447,1,4,3.3509958998677734,1928.66003,1926.0,1930.7199799999999,2.660030000000006,2.0599499999998443,4,1,>1.0
2022-04-06,short,-1,-1,-1,-1,1.649329151721668,0,1,0,-1.7014658630830055,2,4,7.328594635402892,1920.83997,1924.69995,1918.50001,3.8599799999999505,2.339960000000019,8,1,>1.0
2022-04-08,long,1,-1,-1,1,1.8005443543148276,0,0,0,2.0094291059476825,4,4,2.579369709306908,1931.41003,1928.28003,1933.78003,3.130000000000109,2.369999999999891,5,0,>1.0
2022-04-11,long,1,1,1,1,1.4418415682480514,0,0,0,1.04208424470021,0,4,1.8613316365699752,1944.73999,1941.02002,1947.5800800000002,3.719970000000103,2.8400900000001457,10,1,>1.0
2022-04-14,long,1,1,1,1,1.6871921987889955,0,0,0,1.172295159347009,3,4,1.908547715631185,1975.69995,1972.16003,1978.0999700000002,3.5399199999999382,2.400020000000268,5,0,>1.0
2022-04-18,long,1,1,1,1,1.0138278172603743,0,0,1,1.1162766650655491,0,4,6.053451825584288,1986.12,1983.06006,1987.5200200000002,3.0599399999998695,1.4000200000002678,2,1,>1.0
2022-04-19,long,1,-1,1,1,1.1433524140718216,0,0,0,2.0396223396579902,1,4,4.194491133375438,1979.88,1975.84998,1981.0699399999999,4.03002000000015,1.1899399999997513,4,1,>1.0
2022-04-20,short,-1,-1,1,-1,1.4510482013418071,0,1,0,-1.6990775201639843,2,4,7.894290383641623,1940.80005,1944.82996,1937.30994,4.029909999999973,3.4901099999999587,5,0,>1.0
